Month,Region,Purpose,Nights
2000 Aug,Southern Queensland Country,Visiting friends and relatives,113.4205242
2000 Aug,Southern Queensland Country,Business,8.9632826
2000 Aug,Southern Queensland Country,Other reason,45.4945965
2000 Aug,Fraser Coast,Holiday,162.1207792
2000 Aug,Fraser Coast,Visiting friends and relatives,4.7432031
2000 Aug,Fraser Coast,Business,21.067245
2000 Aug,Fraser Coast,Other reason,0
2000 Aug,Gold Coast,Holiday,780.4518487
2000 Aug,Gold Coast,Visiting friends and relatives,395.8990115
2000 Aug,Gold Coast,Business,35.7555684
2000 Aug,Gold Coast,Other reason,36.459614
2000 Aug,Mackay,Holiday,29.5577382
2000 Aug,Mackay,Visiting friends and relatives,85.2672139
2000 Aug,Mackay,Business,14.4820194
2000 Aug,Mackay,Other reason,6.9586636
2000 Aug,Townsville,Holiday,145.8879792
2000 Aug,Townsville,Visiting friends and relatives,41.2243437
2000 Aug,Townsville,Business,21.6382845
2000 Aug,Townsville,Other reason,13.2440784
2000 Aug,Outback Queensland,Holiday,176.5045097
2000 Aug,Outback Queensland,Visiting friends and relatives,58.1816733
2000 Aug,Outback Queensland,Business,77.08489
2000 Aug,Outback Queensland,Other reason,18.6807127
2000 Aug,Sunshine Coast,Holiday,644.9085235
2000 Aug,Sunshine Coast,Visiting friends and relatives,112.7641792
2000 Aug,Sunshine Coast,Business,44.1333565
2000 Aug,Sunshine Coast,Other reason,3.1076541
2000 Aug,Tropical North Queensland,Holiday,403.2755706
2000 Aug,Tropical North Queensland,Visiting friends and relatives,127.4602272
2000 Aug,Tropical North Queensland,Business,249.1255306
2000 Aug,Tropical North Queensland,Other reason,0
2000 Aug,Whitsundays,Holiday,79.7689274
2000 Aug,Whitsundays,Visiting friends and relatives,32.9239818
2000 Aug,Whitsundays,Business,7.0052915
2000 Aug,Whitsundays,Other reason,0
2000 Aug,Capricorn,Holiday,42.5414708
2000 Aug,Capricorn,Visiting friends and relatives,54.8480054
2000 Aug,Capricorn,Business,69.7283571
2000 Aug,Capricorn,Other reason,11.009852
2000 Aug,Gladstone,Holiday,96.3238243
2000 Aug,Gladstone,Visiting friends and relatives,8.7260508
2000 Aug,Gladstone,Business,25.6872145
2000 Aug,Gladstone,Other reason,0
2000 Aug,Adelaide,Holiday,217.1445403
2000 Aug,Adelaide,Visiting friends and relatives,243.9370533
2000 Aug,Adelaide,Business,160.5934585
2000 Aug,Adelaide,Other reason,1.7374846
2000 Aug,Adelaide Hills,Holiday,6.2640246
2000 Aug,Adelaide Hills,Visiting friends and relatives,0
2000 Aug,Adelaide Hills,Business,1.7537703
2000 Aug,Adelaide Hills,Other reason,0
2000 Aug,Barossa,Holiday,34.0861164
2000 Aug,Barossa,Visiting friends and relatives,22.9203996
2000 Aug,Barossa,Business,0
2000 Aug,Barossa,Other reason,0
2000 Aug,Clare Valley,Holiday,3.6615271
2000 Aug,Clare Valley,Visiting friends and relatives,3.5612724
2000 Aug,Clare Valley,Business,0.8903181
2000 Aug,Clare Valley,Other reason,1.7537703
2000 Aug,Eyre Peninsula,Holiday,76.75595
2000 Aug,Eyre Peninsula,Visiting friends and relatives,13.4480278
2000 Aug,Eyre Peninsula,Business,42.8473916
2000 Aug,Eyre Peninsula,Other reason,3.8191061
2000 Aug,Fleurieu Peninsula,Holiday,66.3653655
2000 Aug,Fleurieu Peninsula,Visiting friends and relatives,10.0438281
2000 Aug,Fleurieu Peninsula,Business,0
2000 Aug,Fleurieu Peninsula,Other reason,0
2000 Aug,Limestone Coast,Holiday,53.8568928
2000 Aug,Limestone Coast,Visiting friends and relatives,7.9066031
2000 Aug,Limestone Coast,Business,0
2000 Aug,Limestone Coast,Other reason,0
2000 Aug,"Murray River, Lakes and Coorong",Holiday,11.2318506
2000 Aug,"Murray River, Lakes and Coorong",Visiting friends and relatives,0.8236251
2000 Aug,"Murray River, Lakes and Coorong",Business,1.249252
2000 Aug,"Murray River, Lakes and Coorong",Other reason,0
2000 Aug,Riverland,Holiday,30.8265849
2000 Aug,Riverland,Visiting friends and relatives,9.0184648
2000 Aug,Riverland,Business,5.284941
2000 Aug,Riverland,Other reason,0
2000 Aug,Yorke Peninsula,Holiday,13.8814541
2000 Aug,Yorke Peninsula,Visiting friends and relatives,12.5373066
2000 Aug,Yorke Peninsula,Business,2.498504
2000 Aug,Yorke Peninsula,Other reason,3.7978702
2000 Aug,Flinders Ranges and Outback,Holiday,301.5120387
2000 Aug,Flinders Ranges and Outback,Visiting friends and relatives,25.4820353
2000 Aug,Flinders Ranges and Outback,Business,61.7285077
2000 Aug,Flinders Ranges and Outback,Other reason,3.3720729
2000 Aug,Kangaroo Island,Holiday,2.498504
2000 Aug,Kangaroo Island,Visiting friends and relatives,0
2000 Aug,Kangaroo Island,Business,0
2000 Aug,Kangaroo Island,Other reason,0
2000 Aug,Destination Perth,Holiday,137.2076826
2000 Aug,Destination Perth,Visiting friends and relatives,160.276999
2000 Aug,Destination Perth,Business,126.0832733
2000 Aug,Destination Perth,Other reason,66.3560188
2000 Aug,Australia's Golden Outback,Holiday,43.2462051
2000 Aug,Australia's Golden Outback,Visiting friends and relatives,42.3342359
2000 Aug,Australia's Golden Outback,Business,26.2043688
2000 Aug,Australia's Golden Outback,Other reason,13.0311354
2000 Aug,Australia's North West,Holiday,422.0334826
2000 Aug,Australia's North West,Visiting friends and relatives,7.29573
2000 Aug,Australia's North West,Business,81.4617707
2000 Aug,Australia's North West,Other reason,20.276276
2000 Aug,Australia's South West,Holiday,132.4241928
2000 Aug,Australia's South West,Visiting friends and relatives,113.8506554
2000 Aug,Australia's South West,Business,47.385647
2000 Aug,Australia's South West,Other reason,8.838969
2000 Aug,Australia's Coral Coast,Holiday,222.5640668
2000 Aug,Australia's Coral Coast,Visiting friends and relatives,12.2586044
2000 Aug,Australia's Coral Coast,Business,24.6104538
2000 Aug,Australia's Coral Coast,Other reason,41.6139648
2000 Aug,Hobart and the South,Holiday,47.7008869
2000 Aug,Hobart and the South,Visiting friends and relatives,30.5368473
2000 Aug,Hobart and the South,Business,91.8498623
2000 Aug,Hobart and the South,Other reason,31.5871028
2000 Aug,East Coast,Holiday,14.9241842
2000 Aug,East Coast,Visiting friends and relatives,0
2000 Aug,East Coast,Business,0
2000 Aug,East Coast,Other reason,2.7156182
2000 Aug,Launceston and the North,Holiday,19.3242579
2000 Aug,Launceston and the North,Visiting friends and relatives,11.5321051
2000 Aug,Launceston and the North,Business,35.200904
2000 Aug,Launceston and the North,Other reason,3.6016287
2000 Aug,North West,Holiday,10.9753189
2000 Aug,North West,Visiting friends and relatives,10.8995004
2000 Aug,North West,Business,14.0445794
2000 Aug,North West,Other reason,2.74228
2000 Aug,West Coast,Holiday,14.1115917
2000 Aug,West Coast,Visiting friends and relatives,0
2000 Aug,West Coast,Business,2.0241844
2000 Aug,West Coast,Other reason,0
2000 Aug,Darwin,Holiday,452.8516646
2000 Aug,Darwin,Visiting friends and relatives,55.0773665
2000 Aug,Darwin,Business,128.8192686
2000 Aug,Darwin,Other reason,0.575928
2000 Aug,Barkly,Holiday,15.0505223
2000 Aug,Barkly,Visiting friends and relatives,0
2000 Aug,Barkly,Business,2.7827571
2000 Aug,Barkly,Other reason,0
2000 Aug,Alice Springs,Holiday,117.6331142
2000 Aug,Alice Springs,Visiting friends and relatives,102.012408
2000 Aug,Alice Springs,Business,38.8282175
2000 Aug,Alice Springs,Other reason,7.5672976
2000 Aug,Litchfield Kakadu Arnhem,Holiday,29.3845347
2000 Aug,Litchfield Kakadu Arnhem,Visiting friends and relatives,8.3601461
2000 Aug,Litchfield Kakadu Arnhem,Business,6.789864
2000 Aug,Litchfield Kakadu Arnhem,Other reason,0
2000 Aug,Katherine Daly,Holiday,24.6100783
2000 Aug,Katherine Daly,Visiting friends and relatives,2.2853272
2000 Aug,Katherine Daly,Business,43.175634
2000 Aug,Katherine Daly,Other reason,0
2000 Aug,Lasseter,Holiday,54.6202603
2000 Aug,Lasseter,Visiting friends and relatives,0
2000 Aug,Lasseter,Business,0
2000 Aug,Lasseter,Other reason,9.8624486
2000 Aug,MacDonnell,Holiday,18.8736182
2000 Aug,MacDonnell,Visiting friends and relatives,0
2000 Aug,MacDonnell,Business,7.3271612
2000 Aug,MacDonnell,Other reason,0
2000 Aug,Canberra,Holiday,72.4801849
2000 Aug,Canberra,Visiting friends and relatives,249.8960701
2000 Aug,Canberra,Business,104.422003
2000 Aug,Canberra,Other reason,59.3356387
2000 Sep,Sydney,Holiday,1333.6331289
2000 Sep,Sydney,Visiting friends and relatives,982.8552988
2000 Sep,Sydney,Business,809.6842616
2000 Sep,Sydney,Other reason,128.8626283
2000 Sep,Blue Mountains,Holiday,138.5689726
2000 Sep,Blue Mountains,Visiting friends and relatives,72.6837256
2000 Sep,Blue Mountains,Business,3.4598748
2000 Sep,Blue Mountains,Other reason,0
2000 Sep,Capital Country,Holiday,93.9292498
2000 Sep,Capital Country,Visiting friends and relatives,83.5287212
2000 Sep,Capital Country,Business,62.9242655
2000 Sep,Capital Country,Other reason,16.4524382
2000 Sep,Central Coast,Holiday,120.6398412
2000 Sep,Central Coast,Visiting friends and relatives,69.0224893
2000 Sep,Central Coast,Business,3.6795624
2000 Sep,Central Coast,Other reason,0
2000 Sep,Central NSW,Holiday,200.8523111
2000 Sep,Central NSW,Visiting friends and relatives,113.8651772
2000 Sep,Central NSW,Business,66.6106649
2000 Sep,Central NSW,Other reason,50.9432481
2000 Sep,Hunter,Holiday,258.6026934
2000 Sep,Hunter,Visiting friends and relatives,339.162416
2000 Sep,Hunter,Business,27.5114605
2000 Sep,Hunter,Other reason,39.0235953
2000 Sep,New England North West,Holiday,44.8086129
2000 Sep,New England North West,Visiting friends and relatives,98.4876983
2000 Sep,New England North West,Business,110.859447
2000 Sep,New England North West,Other reason,12.5941567
2000 Sep,North Coast NSW,Holiday,891.9482146
2000 Sep,North Coast NSW,Visiting friends and relatives,542.1819646
2000 Sep,North Coast NSW,Business,26.0485811
2000 Sep,North Coast NSW,Other reason,19.0229208
2000 Sep,Outback NSW,Holiday,288.9431459
2000 Sep,Outback NSW,Visiting friends and relatives,34.5161224
2000 Sep,Outback NSW,Business,31.2719351
2000 Sep,Outback NSW,Other reason,0
2000 Sep,Riverina,Holiday,65.3613274
2000 Sep,Riverina,Visiting friends and relatives,69.9937556
2000 Sep,Riverina,Business,8.1908553
2000 Sep,Riverina,Other reason,1.0120937
2000 Sep,Snowy Mountains,Holiday,337.7324318
2000 Sep,Snowy Mountains,Visiting friends and relatives,54.6723003
2000 Sep,Snowy Mountains,Business,22.999443
2000 Sep,Snowy Mountains,Other reason,0
2000 Sep,South Coast,Holiday,518.1120608
2000 Sep,South Coast,Visiting friends and relatives,135.3790566
2000 Sep,South Coast,Business,20.2302104
2000 Sep,South Coast,Other reason,0
2000 Sep,The Murray,Holiday,148.6534944
2000 Sep,The Murray,Visiting friends and relatives,54.6588221
2000 Sep,The Murray,Business,73.5218421
2000 Sep,The Murray,Other reason,4.0483748
2000 Sep,Melbourne,Holiday,289.9868452
2000 Sep,Melbourne,Visiting friends and relatives,463.7575734
2000 Sep,Melbourne,Business,347.5306268
2000 Sep,Melbourne,Other reason,38.3881979
2000 Sep,Ballarat,Holiday,47.3961953
2000 Sep,Ballarat,Visiting friends and relatives,48.6688533
2000 Sep,Ballarat,Business,0
2000 Sep,Ballarat,Other reason,2.1581551
2000 Sep,Bendigo Loddon,Holiday,20.9491438
2000 Sep,Bendigo Loddon,Visiting friends and relatives,59.9730834
2000 Sep,Bendigo Loddon,Business,27.945294
2000 Sep,Bendigo Loddon,Other reason,0
2000 Sep,Central Highlands,Holiday,35.0191345
2000 Sep,Central Highlands,Visiting friends and relatives,0
2000 Sep,Central Highlands,Business,3.8067424
2000 Sep,Central Highlands,Other reason,0
2000 Sep,Central Murray,Holiday,96.5083771
2000 Sep,Central Murray,Visiting friends and relatives,88.2175741
2000 Sep,Central Murray,Business,29.140704
2000 Sep,Central Murray,Other reason,3.6795624
2000 Sep,Geelong and the Bellarine,Holiday,43.718528
2000 Sep,Geelong and the Bellarine,Visiting friends and relatives,27.4468352
2000 Sep,Geelong and the Bellarine,Business,56.2242495
2000 Sep,Geelong and the Bellarine,Other reason,0
2000 Sep,Gippsland,Holiday,119.3535157
2000 Sep,Gippsland,Visiting friends and relatives,52.433778
2000 Sep,Gippsland,Business,10.7601782
2000 Sep,Gippsland,Other reason,0
2000 Sep,Goulburn,Holiday,12.5262655
2000 Sep,Goulburn,Visiting friends and relatives,72.2127824
2000 Sep,Goulburn,Business,15.5251634
2000 Sep,Goulburn,Other reason,0
2000 Sep,Great Ocean Road,Holiday,183.0777382
2000 Sep,Great Ocean Road,Visiting friends and relatives,50.0963531
2000 Sep,Great Ocean Road,Business,0
2000 Sep,Great Ocean Road,Other reason,0
2000 Sep,High Country,Holiday,245.7850838
2000 Sep,High Country,Visiting friends and relatives,162.4435685
2000 Sep,High Country,Business,4.3163102
2000 Sep,High Country,Other reason,0
2000 Sep,Lakes,Holiday,42.2886462
2000 Sep,Lakes,Visiting friends and relatives,26.047464
2000 Sep,Lakes,Business,5.0523576
2000 Sep,Lakes,Other reason,0
2000 Sep,Macedon,Holiday,23.5873405
2000 Sep,Macedon,Visiting friends and relatives,38.9689764
2000 Sep,Macedon,Business,8.9582696
2000 Sep,Macedon,Other reason,0
2000 Sep,Mallee,Holiday,134.5959787
2000 Sep,Mallee,Visiting friends and relatives,38.8635572
2000 Sep,Mallee,Business,12.7629842
2000 Sep,Mallee,Other reason,0.9998036
2000 Sep,Melbourne East,Holiday,1.4900192
2000 Sep,Melbourne East,Visiting friends and relatives,14.9362928
2000 Sep,Melbourne East,Business,0
2000 Sep,Melbourne East,Other reason,14.6731215
2000 Sep,Murray East,Holiday,2.386191
2000 Sep,Murray East,Visiting friends and relatives,19.5629463
2000 Sep,Murray East,Business,0
2000 Sep,Murray East,Other reason,0
2000 Sep,Peninsula,Holiday,120.3269939
2000 Sep,Peninsula,Visiting friends and relatives,79.4139895
2000 Sep,Peninsula,Business,1.5525163
2000 Sep,Peninsula,Other reason,0
2000 Sep,Phillip Island,Holiday,59.0545892
2000 Sep,Phillip Island,Visiting friends and relatives,10.8188291
2000 Sep,Phillip Island,Business,0
2000 Sep,Phillip Island,Other reason,0
2000 Sep,Spa Country,Holiday,14.7185357
2000 Sep,Spa Country,Visiting friends and relatives,3.96358
2000 Sep,Spa Country,Business,8.940115
2000 Sep,Spa Country,Other reason,0
2000 Sep,Upper Yarra,Holiday,22.8704836
2000 Sep,Upper Yarra,Visiting friends and relatives,0
2000 Sep,Upper Yarra,Business,4.3110689
2000 Sep,Upper Yarra,Other reason,0
2000 Sep,Western Grampians,Holiday,11.0081626
2000 Sep,Western Grampians,Visiting friends and relatives,11.0462818
2000 Sep,Western Grampians,Business,4.8851212
2000 Sep,Western Grampians,Other reason,0
2000 Sep,Wimmera,Holiday,8.1870442
2000 Sep,Wimmera,Visiting friends and relatives,5.0523576
2000 Sep,Wimmera,Business,0
2000 Sep,Wimmera,Other reason,0.9998036
2000 Sep,Brisbane,Holiday,366.1651874
2000 Sep,Brisbane,Visiting friends and relatives,885.2224872
2000 Sep,Brisbane,Business,373.4412428
2000 Sep,Brisbane,Other reason,27.5729432
2000 Sep,Bundaberg,Holiday,53.1228538
2000 Sep,Bundaberg,Visiting friends and relatives,16.4164514
2000 Sep,Bundaberg,Business,13.9162262
2000 Sep,Bundaberg,Other reason,0
2000 Sep,Southern Queensland Country,Holiday,110.9693752
2000 Sep,Southern Queensland Country,Visiting friends and relatives,122.9466533
2000 Sep,Southern Queensland Country,Business,46.3015489
2000 Sep,Southern Queensland Country,Other reason,22.0311311
2000 Sep,Fraser Coast,Holiday,126.7824917
2000 Sep,Fraser Coast,Visiting friends and relatives,44.0349411
2000 Sep,Fraser Coast,Business,16.4780266
2000 Sep,Fraser Coast,Other reason,0
2000 Sep,Gold Coast,Holiday,1342.0863682
2000 Sep,Gold Coast,Visiting friends and relatives,274.6082048
2000 Sep,Gold Coast,Business,47.1995141
2000 Sep,Gold Coast,Other reason,0
2000 Sep,Mackay,Holiday,112.1373552
2000 Sep,Mackay,Visiting friends and relatives,38.8335943
2000 Sep,Mackay,Business,11.6481944
2000 Sep,Mackay,Other reason,0
2000 Sep,Townsville,Holiday,268.3086631
2000 Sep,Townsville,Visiting friends and relatives,96.5257226
2000 Sep,Townsville,Business,230.3809452
2000 Sep,Townsville,Other reason,0
2000 Sep,Outback Queensland,Holiday,207.4690158
2000 Sep,Outback Queensland,Visiting friends and relatives,107.2015633
2000 Sep,Outback Queensland,Business,162.6558269
2000 Sep,Outback Queensland,Other reason,0
2000 Sep,Sunshine Coast,Holiday,705.1193229
2000 Sep,Sunshine Coast,Visiting friends and relatives,465.5804101
2000 Sep,Sunshine Coast,Business,10.5607228
2000 Sep,Sunshine Coast,Other reason,5.070601
2000 Sep,Tropical North Queensland,Holiday,1043.9527757
2000 Sep,Tropical North Queensland,Visiting friends and relatives,75.0079998
2000 Sep,Tropical North Queensland,Business,105.9361082
2000 Sep,Tropical North Queensland,Other reason,398.2585596
2000 Sep,Whitsundays,Holiday,120.4102302
2000 Sep,Whitsundays,Visiting friends and relatives,3.8029506
2000 Sep,Whitsundays,Business,65.4122207
2000 Sep,Whitsundays,Other reason,4.999018
2000 Sep,Capricorn,Holiday,69.2509815
2000 Sep,Capricorn,Visiting friends and relatives,97.3667504
2000 Sep,Capricorn,Business,2.9120486
2000 Sep,Capricorn,Other reason,21.475719
2000 Sep,Gladstone,Holiday,16.4944337
2000 Sep,Gladstone,Visiting friends and relatives,20.3843402
2000 Sep,Gladstone,Business,0
2000 Sep,Gladstone,Other reason,0
2000 Sep,Adelaide,Holiday,162.3469425
2000 Sep,Adelaide,Visiting friends and relatives,125.7352261
2000 Sep,Adelaide,Business,134.9845237
2000 Sep,Adelaide,Other reason,18.5312745
2000 Sep,Adelaide Hills,Holiday,44.3816723
2000 Sep,Adelaide Hills,Visiting friends and relatives,0
2000 Sep,Adelaide Hills,Business,3.1667809
2000 Sep,Adelaide Hills,Other reason,0
2000 Sep,Barossa,Holiday,9.2165107
2000 Sep,Barossa,Visiting friends and relatives,14.7747654
2000 Sep,Barossa,Business,17.4565468
2000 Sep,Barossa,Other reason,0
2000 Sep,Clare Valley,Holiday,12.9650891
2000 Sep,Clare Valley,Visiting friends and relatives,1.9198847
2000 Sep,Clare Valley,Business,25.1861653
2000 Sep,Clare Valley,Other reason,0
2000 Sep,Eyre Peninsula,Holiday,128.0737695
2000 Sep,Eyre Peninsula,Visiting friends and relatives,41.1097175
2000 Sep,Eyre Peninsula,Business,13.2124022
2000 Sep,Eyre Peninsula,Other reason,4.3281056
2000 Sep,Fleurieu Peninsula,Holiday,65.4988059
2000 Sep,Fleurieu Peninsula,Visiting friends and relatives,6.5531737
2000 Sep,Fleurieu Peninsula,Business,1.7458179
2000 Sep,Fleurieu Peninsula,Other reason,0
2000 Sep,Limestone Coast,Holiday,30.2966946
2000 Sep,Limestone Coast,Visiting friends and relatives,8.397675
2000 Sep,Limestone Coast,Business,4.3861995
2000 Sep,Limestone Coast,Other reason,2.7927751
2000 Sep,"Murray River, Lakes and Coorong",Holiday,22.1651418
2000 Sep,"Murray River, Lakes and Coorong",Visiting friends and relatives,7.909438
2000 Sep,"Murray River, Lakes and Coorong",Business,1.2799231
2000 Sep,"Murray River, Lakes and Coorong",Other reason,0
2000 Sep,Riverland,Holiday,47.9652396
2000 Sep,Riverland,Visiting friends and relatives,21.4316663
2000 Sep,Riverland,Business,31.6374177
2000 Sep,Riverland,Other reason,0
2000 Sep,Yorke Peninsula,Holiday,82.3075215
